mKate,EBFP2,gRNA,uORF,EYFP,cellCount
2371.3737,74989.4209,3,1,2153220.316,76
26607.2506,13335.2143,3,1,582097.0782,266
26607.2506,133352.1432,3,1,10575356.43,240
26607.2506,1333521.432,3,1,22807760.03,63
26607.2506,2371.3737,3,1,321148.5852,24
26607.2506,23713.7371,3,1,782696.0678,331
26607.2506,237137.3706,3,1,18190383.68,219
26607.2506,2371373.706,3,1,21241197.18,34
26607.2506,4216.965,3,1,421741.6128,58
26607.2506,42169.6503,3,1,1644573.734,287
26607.2506,421696.5034,3,1,20964127.67,193
26607.2506,7498.9421,3,1,480178.5511,152
26607.2506,74989.4209,3,1,5380527.678,224
26607.2506,749894.2093,3,1,21164814.08,104
298538.2619,133352.1432,3,1,20942899.29,39
298538.2619,237137.3706,3,1,37179524.38,43
298538.2619,74989.4209,3,1,11409240.52,43
3349.6544,1333.5214,3,1,201493.2063,88
3349.6544,13335.2143,3,1,708788.106,286
3349.6544,133352.1432,3,1,2732764.277,43
3349.6544,2371.3737,3,1,258471.4704,223
3349.6544,23713.7371,3,1,1613790.355,196
3349.6544,237137.3706,3,1,3289237.17,37
3349.6544,421.6965,3,1,170935.6782,34
3349.6544,4216.965,3,1,234861.4815,415
3349.6544,42169.6503,3,1,2133624.717,131
3349.6544,749.8942,3,1,239514.6423,49
3349.6544,7498.9421,3,1,304739.1324,524
3349.6544,74989.4209,3,1,2851988.703,108
37583.7404,13335.2143,3,1,711118.4722,219
37583.7404,133352.1432,3,1,11746665.54,237
37583.7404,1333521.432,3,1,25537942.95,82
37583.7404,23713.7371,3,1,816240.5485,341
37583.7404,237137.3706,3,1,23179489.64,296
37583.7404,2371373.706,3,1,19912679.65,52
37583.7404,4216.965,3,1,609736.4361,43
37583.7404,42169.6503,3,1,1599575.609,337
37583.7404,421696.5034,3,1,29977372.71,257
37583.7404,4216965.034,3,1,16948178.91,23
37583.7404,7498.9421,3,1,578674.2878,112
37583.7404,74989.4209,3,1,4102349.861,305
37583.7404,749894.2093,3,1,32410771.56,143
4731.5126,1333.5214,3,1,239491.4397,49
4731.5126,13335.2143,3,1,709462.3133,283
4731.5126,133352.1432,3,1,3512774.209,67
4731.5126,2371.3737,3,1,287988.6949,112
4731.5126,23713.7371,3,1,1235064.333,222
4731.5126,237137.3706,3,1,5528009.513,45
4731.5126,4216.965,3,1,252046.36,183
4731.5126,42169.6503,3,1,2411416.062,177
4731.5126,421696.5034,3,1,4142995.624,31
4731.5126,7498.9421,3,1,352483.9248,291
4731.5126,74989.4209,3,1,3747578.714,98
53088.4444,13335.2143,3,1,776529.8622,186
53088.4444,133352.1432,3,1,13024470.61,290
53088.4444,1333521.432,3,1,42383904.34,98
53088.4444,23713.7371,3,1,1126648.817,344
53088.4444,237137.3706,3,1,30731863.09,274
53088.4444,2371373.706,3,1,33218274.68,70
53088.4444,4216.965,3,1,657410.8548,23
53088.4444,42169.6503,3,1,1844212.238,379
53088.4444,421696.5034,3,1,36485105.71,242
53088.4444,4216965.034,3,1,24682593.65,41
53088.4444,7498.9421,3,1,724804.548,61
53088.4444,74989.4209,3,1,5085848.626,285
53088.4444,749894.2093,3,1,37548487.39,162
6683.4392,1333.5214,3,1,276847.2366,31
6683.4392,13335.2143,3,1,696675.2632,233
6683.4392,133352.1432,3,1,5463465.028,99
6683.4392,2371.3737,3,1,237630.6873,64
6683.4392,23713.7371,3,1,1446021.027,216
6683.4392,237137.3706,3,1,4659801.7,64
6683.4392,4216.965,3,1,313950.0171,98
6683.4392,42169.6503,3,1,2249538.146,193
6683.4392,421696.5034,3,1,9926959.515,36
6683.4392,7498.9421,3,1,413387.6298,177
6683.4392,74989.4209,3,1,3734350.994,146
74989.4209,13335.2143,3,1,1501412.424,95
74989.4209,133352.1432,3,1,13257795.29,295
74989.4209,1333521.432,3,1,59717849.08,100
74989.4209,23713.7371,3,1,1846185.112,211
74989.4209,237137.3706,3,1,37929957,260
74989.4209,2371373.706,3,1,42483030.96,65
74989.4209,4216.965,3,1,990032.1689,23
74989.4209,42169.6503,3,1,2278338.319,343
74989.4209,421696.5034,3,1,45205635.05,212
74989.4209,4216965.034,3,1,24412382.79,20
74989.4209,7498.9421,3,1,910401.7806,45
74989.4209,74989.4209,3,1,5474322.422,323
74989.4209,749894.2093,3,1,61999077.54,130
9440.6088,1333.5214,3,1,237965.1113,31
9440.6088,13335.2143,3,1,476163.4218,191
9440.6088,133352.1432,3,1,5665563.833,130
9440.6088,2371.3737,3,1,246996.7756,46
9440.6088,23713.7371,3,1,1067276.006,225
9440.6088,237137.3706,3,1,6259142.247,104
9440.6088,4216.965,3,1,277406.6292,104
9440.6088,42169.6503,3,1,2029097.528,216
9440.6088,421696.5034,3,1,8091994.896,79
9440.6088,7498.9421,3,1,333184.0461,188
9440.6088,74989.4209,3,1,3761148.537,159
9440.6088,749894.2093,3,1,14284613.8,36
105925.3725,13335.2143,3,2,340943.8677,134
105925.3725,133352.1432,3,2,1470638.077,482
105925.3725,1333521.432,3,2,32237216.9,141
105925.3725,23713.7371,3,2,419431.3889,294
105925.3725,237137.3706,3,2,3848747.705,401
105925.3725,2371373.706,3,2,21834957.55,119
105925.3725,42169.6503,3,2,485407.9758,553
105925.3725,421696.5034,3,2,13113716.51,284
105925.3725,4216965.034,3,2,18006555.93,69
105925.3725,7498.9421,3,2,266113.2116,32
105925.3725,74989.4209,3,2,833802.548,645
105925.3725,749894.2093,3,2,24781978.52,249
1188.5022,133.3521,3,2,363171.7924,23
1188.5022,1333.5214,3,2,162594.3104,336
1188.5022,13335.2143,3,2,312289.7756,213
1188.5022,133352.1432,3,2,1323410.671,30
1188.5022,237.1374,3,2,83632.9547,53
1188.5022,2371.3737,3,2,173101.2316,668
1188.5022,23713.7371,3,2,516678.1541,95
1188.5022,421.6965,3,2,144022.1279,164
1188.5022,4216.965,3,2,172252.4487,880
1188.5022,42169.6503,3,2,875813.6851,85
1188.5022,749.8942,3,2,159988.3447,167
1188.5022,7498.9421,3,2,197443.9771,684
1188.5022,74989.4209,3,2,1195124.223,35
13335.2143,1333.5214,3,2,164200.4888,31
13335.2143,13335.2143,3,2,192410.1295,366
13335.2143,133352.1432,3,2,1682018.342,112
13335.2143,1333521.432,3,2,7703788.71,62
13335.2143,2371.3737,3,2,134158.1054,70
13335.2143,23713.7371,3,2,277675.5146,296
13335.2143,237137.3706,3,2,2358857.932,110
13335.2143,2371373.706,3,2,3721368.993,29
13335.2143,4216.965,3,2,165917.4236,151
13335.2143,42169.6503,3,2,645219.0017,188
13335.2143,421696.5034,3,2,3502369.888,86
13335.2143,7498.9421,3,2,183736.8085,295
13335.2143,74989.4209,3,2,1702020.153,138
13335.2143,749894.2093,3,2,3596283.262,94
149623.5656,13335.2143,3,2,480526.7393,49
149623.5656,133352.1432,3,2,1603369.819,514
149623.5656,1333521.432,3,2,36586992.14,92
149623.5656,23713.7371,3,2,498144.4337,175
149623.5656,237137.3706,3,2,4567702.049,374
149623.5656,2371373.706,3,2,27562124.6,102
149623.5656,42169.6503,3,2,703247.3293,401
149623.5656,421696.5034,3,2,12839487.4,248
149623.5656,4216965.034,3,2,17953082.6,43
149623.5656,74989.4209,3,2,806884.2851,595
149623.5656,749894.2093,3,2,26304257.05,163
1678.804,133.3521,3,2,184735.6037,48
1678.804,1333.5214,3,2,156943.4853,340
1678.804,13335.2143,3,2,268786.5352,276
1678.804,133352.1432,3,2,898649.7637,34
1678.804,237.1374,3,2,50023.4253,21
1678.804,2371.3737,3,2,172398.0558,696
1678.804,23713.7371,3,2,592381.109,116
1678.804,421.6965,3,2,167608.8589,151
1678.804,4216.965,3,2,182414.5168,1003
1678.804,42169.6503,3,2,1000414.067,100
1678.804,749.8942,3,2,183456.1878,146
1678.804,7498.9421,3,2,206637.4325,834
1678.804,74989.4209,3,2,1131715.867,58
18836.4909,1333.5214,3,2,112124.0539,22
18836.4909,13335.2143,3,2,184372.4404,384
18836.4909,133352.1432,3,2,1986580.432,137
18836.4909,1333521.432,3,2,7550293.329,92
18836.4909,2371.3737,3,2,130377.49,38
18836.4909,23713.7371,3,2,236444.6756,421
18836.4909,237137.3706,3,2,2900157.002,157
18836.4909,2371373.706,3,2,10913094.44,64
18836.4909,4216.965,3,2,148502.0185,119
18836.4909,42169.6503,3,2,394530.9283,274
18836.4909,421696.5034,3,2,4755949.806,170
18836.4909,7498.9421,3,2,165457.9308,261
18836.4909,74989.4209,3,2,1187455.697,167
18836.4909,749894.2093,3,2,5967405.131,129
211348.904,133352.1432,3,2,2261544.732,447
211348.904,1333521.432,3,2,28939422.9,61
211348.904,23713.7371,3,2,851025.1024,76
211348.904,237137.3706,3,2,4491162.156,359
211348.904,2371373.706,3,2,35920096.16,41
211348.904,42169.6503,3,2,1239012.842,204
211348.904,421696.5034,3,2,9860705.787,183
211348.904,4216965.034,3,2,15880058.13,31
211348.904,74989.4209,3,2,1118180.502,398
211348.904,749894.2093,3,2,19921837.5,77
2371.3737,133.3521,3,2,182244.9391,42
2371.3737,1333.5214,3,2,160508.3927,224
2371.3737,13335.2143,3,2,331369.0033,344
2371.3737,133352.1432,3,2,1323398.101,51
2371.3737,2371.3737,3,2,169790.9462,480
2371.3737,23713.7371,3,2,510720.3767,172
2371.3737,237137.3706,3,2,1258327.576,20
2371.3737,421.6965,3,2,182505.1104,92
2371.3737,4216.965,3,2,201121.7995,799
2371.3737,42169.6503,3,2,836861.6523,125
2371.3737,749.8942,3,2,174427.0769,90
2371.3737,7498.9421,3,2,207874.5317,903
2371.3737,74989.4209,3,2,1097497.903,91
26607.2506,1333.5214,3,2,250186.5568,24
26607.2506,13335.2143,3,2,184626.3436,432
26607.2506,133352.1432,3,2,2628242.661,170
26607.2506,1333521.432,3,2,7390233.665,136
26607.2506,2371.3737,3,2,148727.7772,51
26607.2506,23713.7371,3,2,222409.9177,485
26607.2506,237137.3706,3,2,4657278.082,188
26607.2506,2371373.706,3,2,5526442.083,116
26607.2506,4216.965,3,2,172433.3636,76
26607.2506,42169.6503,3,2,356154.8553,370
26607.2506,421696.5034,3,2,4769911.44,171
26607.2506,4216965.034,3,2,3621856.798,31
26607.2506,7498.9421,3,2,171507.2577,240
26607.2506,74989.4209,3,2,930707.0706,218
26607.2506,749894.2093,3,2,8060465.899,184
298538.2619,133352.1432,3,2,2441996.323,258
298538.2619,237137.3706,3,2,4676289.202,232
298538.2619,2371373.706,3,2,47234693.22,29
298538.2619,42169.6503,3,2,1477716.578,97
298538.2619,421696.5034,3,2,8868699.144,113
298538.2619,74989.4209,3,2,2074788.051,195
298538.2619,749894.2093,3,2,13717514.54,36
3349.6544,133.3521,3,2,212580.8968,21
3349.6544,1333.5214,3,2,155887.8457,111
3349.6544,13335.2143,3,2,298418.5104,372
3349.6544,133352.1432,3,2,1728017.138,73
3349.6544,2371.3737,3,2,192879.6823,290
3349.6544,23713.7371,3,2,546610.7631,216
3349.6544,237137.3706,3,2,1801799.972,35
3349.6544,421.6965,3,2,162226.776,55
3349.6544,4216.965,3,2,193992.0675,458
3349.6544,42169.6503,3,2,884926.021,161
3349.6544,749.8942,3,2,181700.781,54
3349.6544,7498.9421,3,2,224364.8169,685
3349.6544,74989.4209,3,2,1011963.656,108
37583.7404,13335.2143,3,2,204976.2009,399
37583.7404,133352.1432,3,2,1996646.688,204
37583.7404,1333521.432,3,2,15697427.06,178
37583.7404,2371.3737,3,2,127360.4104,30
37583.7404,23713.7371,3,2,227862.7887,547
37583.7404,237137.3706,3,2,3528309.643,223
37583.7404,2371373.706,3,2,11162453.22,142
37583.7404,4216.965,3,2,208626.0666,66
37583.7404,42169.6503,3,2,315689.6098,520
37583.7404,421696.5034,3,2,6897814.344,221
37583.7404,4216965.034,3,2,7253540.69,48
37583.7404,7498.9421,3,2,149500.6589,149
37583.7404,74989.4209,3,2,743014.1368,297
37583.7404,749894.2093,3,2,9885710.707,223
421696.5034,133352.1432,3,2,4099347.9,149
421696.5034,237137.3706,3,2,6126035.519,129
421696.5034,42169.6503,3,2,2991157.426,39
421696.5034,421696.5034,3,2,6308294.185,41
421696.5034,74989.4209,3,2,2914227.095,85
421696.5034,749894.2093,3,2,19993782.14,23
4731.5126,1333.5214,3,2,127406.5063,59
4731.5126,13335.2143,3,2,276505.4126,319
4731.5126,133352.1432,3,2,1582114.744,83
4731.5126,2371.3737,3,2,197163.1807,162
4731.5126,23713.7371,3,2,465891.5775,201
4731.5126,237137.3706,3,2,4702948.769,43
4731.5126,421.6965,3,2,154937.1305,24
4731.5126,4216.965,3,2,177143.623,241
4731.5126,42169.6503,3,2,941826.1001,162
4731.5126,421696.5034,3,2,3615881.331,29
4731.5126,749.8942,3,2,167369.6594,30
4731.5126,7498.9421,3,2,211237.9045,387
4731.5126,74989.4209,3,2,1850496.254,108
53088.4444,13335.2143,3,2,212833.732,291
53088.4444,133352.1432,3,2,1948494.902,286
53088.4444,1333521.432,3,2,14893193.79,183
53088.4444,23713.7371,3,2,238003.0765,538
53088.4444,237137.3706,3,2,4808463.431,295
53088.4444,2371373.706,3,2,12382399.13,136
53088.4444,4216.965,3,2,144498.6127,31
53088.4444,42169.6503,3,2,313851.31,573
53088.4444,421696.5034,3,2,7934030.907,306
53088.4444,4216965.034,3,2,7882912.802,68
53088.4444,7498.9421,3,2,221699.0592,128
53088.4444,74989.4209,3,2,621739.5005,394
53088.4444,749894.2093,3,2,12932850.49,261
595662.1435,133352.1432,3,2,4957921.944,38
595662.1435,237137.3706,3,2,7000058.898,36
595662.1435,74989.4209,3,2,4569286.562,21
6683.4392,1333.5214,3,2,197386.306,51
6683.4392,13335.2143,3,2,269736.3082,306
6683.4392,133352.1432,3,2,2269221.925,112
6683.4392,1333521.432,3,2,3606752.052,22
6683.4392,2371.3737,3,2,141822.8467,114
6683.4392,23713.7371,3,2,399985.1988,226
6683.4392,237137.3706,3,2,1771859.1,73
6683.4392,421.6965,3,2,165170.838,20
6683.4392,4216.965,3,2,180815.8473,213
6683.4392,42169.6503,3,2,921091.5917,167
6683.4392,421696.5034,3,2,1908094.937,56
6683.4392,749.8942,3,2,180834.6041,25
6683.4392,7498.9421,3,2,200903.3182,315
6683.4392,74989.4209,3,2,1423781.397,121
6683.4392,749894.2093,3,2,7114248.701,35
74989.4209,13335.2143,3,2,300655.7544,162
74989.4209,133352.1432,3,2,1748010.516,401
74989.4209,1333521.432,3,2,23907780.69,191
74989.4209,23713.7371,3,2,286528.044,442
74989.4209,237137.3706,3,2,5063479.084,353
74989.4209,2371373.706,3,2,16182246.29,164
74989.4209,4216.965,3,2,188355.4139,21
74989.4209,42169.6503,3,2,399342.6503,647
74989.4209,421696.5034,3,2,11351686.75,375
74989.4209,4216965.034,3,2,12334499.94,62
74989.4209,7498.9421,3,2,222026.9467,66
74989.4209,74989.4209,3,2,586072.2752,608
74989.4209,749894.2093,3,2,17621673.71,283
9440.6088,1333.5214,3,2,184125.4824,45
9440.6088,13335.2143,3,2,224085.8794,359
9440.6088,133352.1432,3,2,2138716.818,96
9440.6088,1333521.432,3,2,5173384.491,42
9440.6088,2371.3737,3,2,172347.2642,86
9440.6088,23713.7371,3,2,354867.3793,252
9440.6088,237137.3706,3,2,1858464.255,94
9440.6088,4216.965,3,2,184492.3105,173
9440.6088,42169.6503,3,2,668047.7753,159
9440.6088,421696.5034,3,2,1475287.619,75
9440.6088,749.8942,3,2,163252.8788,20
9440.6088,7498.9421,3,2,174957.4117,297
9440.6088,74989.4209,3,2,1531666.833,127
9440.6088,749894.2093,3,2,2806435.342,51
105925.3725,13335.2143,4,1,2339039.947,62
105925.3725,133352.1432,4,1,17840240.67,402
105925.3725,1333521.432,4,1,66686148.58,130
105925.3725,23713.7371,4,1,2997554.542,129
105925.3725,237137.3706,4,1,33323321.31,268
105925.3725,2371373.706,4,1,78332225.66,122
105925.3725,42169.6503,4,1,4610648.734,315
105925.3725,421696.5034,4,1,55669182.78,171
105925.3725,4216965.034,4,1,98565391.91,28
105925.3725,7498.9421,4,1,1678449.338,20
105925.3725,74989.4209,4,1,8418523.551,405
105925.3725,749894.2093,4,1,65517306.86,115
1188.5022,133.3521,4,1,441340.3594,37
1188.5022,1333.5214,4,1,187860.9155,434
1188.5022,13335.2143,4,1,609678.6057,366
1188.5022,133352.1432,4,1,3123103.944,44
1188.5022,237.1374,4,1,123494.4447,62
1188.5022,2371.3737,4,1,188624.3671,855
1188.5022,23713.7371,4,1,1351253.869,230
1188.5022,421.6965,4,1,169471.9561,193
1188.5022,4216.965,4,1,208602.3665,1172
1188.5022,42169.6503,4,1,1652373.436,159
1188.5022,749.8942,4,1,195155.3911,210
1188.5022,7498.9421,4,1,255960.3392,928
1188.5022,74989.4209,4,1,2283613.248,111
13335.2143,1333.5214,4,1,394849.4799,35
13335.2143,13335.2143,4,1,500029.4347,398
13335.2143,133352.1432,4,1,9836104.067,389
13335.2143,1333521.432,4,1,16351072.95,66
13335.2143,2371.3737,4,1,263659.1117,58
13335.2143,23713.7371,4,1,927817.336,447
13335.2143,237137.3706,4,1,12893481.89,403
13335.2143,2371373.706,4,1,15678711.5,26
13335.2143,4216.965,4,1,298448.7616,152
13335.2143,42169.6503,4,1,2408608.68,354
13335.2143,421696.5034,4,1,17265687.44,311
13335.2143,7498.9421,4,1,404159.026,282
13335.2143,74989.4209,4,1,5394327.031,386
13335.2143,749894.2093,4,1,17145662.3,199
149623.5656,13335.2143,4,1,5639230.382,21
149623.5656,133352.1432,4,1,19488505.66,270
149623.5656,1333521.432,4,1,77297463.9,60
149623.5656,23713.7371,4,1,5383977.092,67
149623.5656,237137.3706,4,1,33158470.26,167
149623.5656,2371373.706,4,1,81717569.48,73
149623.5656,42169.6503,4,1,6807507.472,119
149623.5656,421696.5034,4,1,64716117.89,88
149623.5656,4216965.034,4,1,85139662.92,26
149623.5656,74989.4209,4,1,11652331.89,220
149623.5656,749894.2093,4,1,67831799.2,42
1678.804,133.3521,4,1,267493.4374,61
1678.804,1333.5214,4,1,180080.8284,349
1678.804,13335.2143,4,1,626124.846,476
1678.804,133352.1432,4,1,5021389.691,65
1678.804,2371.3737,4,1,197041.452,866
1678.804,23713.7371,4,1,1445364.551,282
1678.804,237137.3706,4,1,8185949.523,38
1678.804,421.6965,4,1,158456.7552,179
1678.804,4216.965,4,1,206343.7273,1332
1678.804,42169.6503,4,1,2412208.883,235
1678.804,749.8942,4,1,195881.1122,181
1678.804,7498.9421,4,1,263234.3004,1210
1678.804,74989.4209,4,1,2346316.465,111
18836.4909,1333.5214,4,1,283185.7841,29
18836.4909,13335.2143,4,1,524311.6892,426
18836.4909,133352.1432,4,1,11555776.93,458
18836.4909,1333521.432,4,1,22121331.51,153
18836.4909,2371.3737,4,1,263974.7207,46
18836.4909,23713.7371,4,1,816748.0388,498
18836.4909,237137.3706,4,1,19375947.98,492
18836.4909,2371373.706,4,1,16161198.22,75
18836.4909,4216.965,4,1,355898.6977,133
18836.4909,42169.6503,4,1,2316171.931,478
18836.4909,421696.5034,4,1,23925110.32,390
18836.4909,4216965.034,4,1,20089816.52,20
18836.4909,7498.9421,4,1,403765.7782,229
18836.4909,74989.4209,4,1,5751525.367,407
18836.4909,749894.2093,4,1,20867474.06,247
211348.904,133352.1432,4,1,17886293.03,126
211348.904,1333521.432,4,1,119967933.4,22
211348.904,237137.3706,4,1,36058249.65,93
211348.904,2371373.706,4,1,81142989.4,36
211348.904,42169.6503,4,1,6615171.537,51
211348.904,421696.5034,4,1,50180142.48,45
211348.904,74989.4209,4,1,13945545.81,95
211348.904,749894.2093,4,1,87210377.43,20
2371.3737,133.3521,4,1,287785.3253,50
2371.3737,1333.5214,4,1,195665.773,297
2371.3737,13335.2143,4,1,567864.0735,555
2371.3737,133352.1432,4,1,5379880.67,100
2371.3737,2371.3737,4,1,199775.16,628
2371.3737,23713.7371,4,1,1284834.265,333
2371.3737,237137.3706,4,1,7709031.715,57
2371.3737,421.6965,4,1,210398.1188,105
2371.3737,4216.965,4,1,226009.3675,981
2371.3737,42169.6503,4,1,1959781.075,261
2371.3737,421696.5034,4,1,8615086.176,29
2371.3737,749.8942,4,1,200316.1704,109
2371.3737,7498.9421,4,1,285400.4273,1128
2371.3737,74989.4209,4,1,3387615.718,174
26607.2506,13335.2143,4,1,561799.6654,419
26607.2506,133352.1432,4,1,15147236.08,471
26607.2506,1333521.432,4,1,27395295.73,183
26607.2506,2371.3737,4,1,489726.7798,46
26607.2506,23713.7371,4,1,876337.7609,575
26607.2506,237137.3706,4,1,24114910.16,568
26607.2506,2371373.706,4,1,26170985.94,127
26607.2506,4216.965,4,1,320564.6213,90
26607.2506,42169.6503,4,1,2081136.539,617
26607.2506,421696.5034,4,1,30401751.33,479
26607.2506,4216965.034,4,1,19566107.7,51
26607.2506,7498.9421,4,1,521213.3004,210
26607.2506,74989.4209,4,1,4909230.578,486
26607.2506,749894.2093,4,1,31872368.11,316
298538.2619,133352.1432,4,1,21714970.14,49
298538.2619,237137.3706,4,1,33374942.36,34
298538.2619,74989.4209,4,1,19462507.17,31
3349.6544,1333.5214,4,1,198212.1813,107
3349.6544,13335.2143,4,1,554152.4555,494
3349.6544,133352.1432,4,1,4165351.283,164
3349.6544,2371.3737,4,1,234380.0902,346
3349.6544,23713.7371,4,1,1566724.53,339
3349.6544,237137.3706,4,1,7083991.759,91
3349.6544,421.6965,4,1,188239.8675,63
3349.6544,4216.965,4,1,252589.5932,584
3349.6544,42169.6503,4,1,2439347.893,303
3349.6544,421696.5034,4,1,7604696.229,43
3349.6544,749.8942,4,1,288429.4304,60
3349.6544,7498.9421,4,1,315946.3202,863
3349.6544,74989.4209,4,1,3609087.06,206
37583.7404,13335.2143,4,1,867892.4359,381
37583.7404,133352.1432,4,1,15370531.47,539
37583.7404,1333521.432,4,1,42460500.9,201
37583.7404,2371.3737,4,1,539476.1527,33
37583.7404,23713.7371,4,1,1062154.258,624
37583.7404,237137.3706,4,1,32626171.63,585
37583.7404,2371373.706,4,1,23270383.13,135
37583.7404,4216.965,4,1,530027.7289,66
37583.7404,42169.6503,4,1,1844939.402,694
37583.7404,421696.5034,4,1,40940047.13,539
37583.7404,4216965.034,4,1,19338144.72,70
37583.7404,7498.9421,4,1,615719.1697,174
37583.7404,74989.4209,4,1,5552000.48,607
37583.7404,749894.2093,4,1,40412760.88,315
4731.5126,1333.5214,4,1,182626.7096,45
4731.5126,13335.2143,4,1,551154.9082,413
4731.5126,133352.1432,4,1,5797888.903,179
4731.5126,2371.3737,4,1,329402.0108,127
4731.5126,23713.7371,4,1,1641602.15,349
4731.5126,237137.3706,4,1,6376577.257,148
4731.5126,421.6965,4,1,309855.1893,24
4731.5126,4216.965,4,1,329239.8467,258
4731.5126,42169.6503,4,1,2755895.364,343
4731.5126,421696.5034,4,1,10823030.39,85
4731.5126,749.8942,4,1,270787.3685,25
4731.5126,7498.9421,4,1,354747.937,440
4731.5126,74989.4209,4,1,3945900.443,265
4731.5126,749894.2093,4,1,19033167.72,48
53088.4444,13335.2143,4,1,1153746.272,246
53088.4444,133352.1432,4,1,16318057.16,510
53088.4444,1333521.432,4,1,49742326.65,201
53088.4444,23713.7371,4,1,1336519.24,489
53088.4444,237137.3706,4,1,34587388.11,565
53088.4444,2371373.706,4,1,42964306.82,142
53088.4444,4216.965,4,1,632923.2097,36
53088.4444,42169.6503,4,1,2482805.071,685
53088.4444,421696.5034,4,1,54621614.65,409
53088.4444,4216965.034,4,1,29170121.17,67
53088.4444,7498.9421,4,1,693673.4098,96
53088.4444,74989.4209,4,1,5251222.924,684
53088.4444,749894.2093,4,1,51357822.18,276
6683.4392,1333.5214,4,1,345262.5057,33
6683.4392,13335.2143,4,1,599173.2075,358
6683.4392,133352.1432,4,1,4466990.839,274
6683.4392,1333521.432,4,1,34998594.82,21
6683.4392,2371.3737,4,1,314694.3295,90
6683.4392,23713.7371,4,1,1533103.466,376
6683.4392,237137.3706,4,1,7076911.248,186
6683.4392,4216.965,4,1,304624.2313,166
6683.4392,42169.6503,4,1,2924076.043,336
6683.4392,421696.5034,4,1,7545655.972,130
6683.4392,7498.9421,4,1,423033.4117,305
6683.4392,74989.4209,4,1,4292083.553,318
6683.4392,749894.2093,4,1,17619200.13,60
74989.4209,13335.2143,4,1,1519601.045,126
74989.4209,133352.1432,4,1,15614795.46,538
74989.4209,1333521.432,4,1,62926353.58,161
74989.4209,23713.7371,4,1,2432033.924,294
74989.4209,237137.3706,4,1,34151151.47,391
74989.4209,2371373.706,4,1,65212317.44,126
74989.4209,42169.6503,4,1,3065223.208,499
74989.4209,421696.5034,4,1,54710358.77,265
74989.4209,4216965.034,4,1,45340066.94,52
74989.4209,7498.9421,4,1,1338692.068,53
74989.4209,74989.4209,4,1,6981585.958,548
74989.4209,749894.2093,4,1,59470513.01,175
9440.6088,1333.5214,4,1,218471.8188,29
9440.6088,13335.2143,4,1,526922.8789,379
9440.6088,133352.1432,4,1,5951779.507,340
9440.6088,1333521.432,4,1,20873649.19,44
9440.6088,2371.3737,4,1,306006.1047,82
9440.6088,23713.7371,4,1,1127887.056,345
9440.6088,237137.3706,4,1,9026522.285,294
9440.6088,4216.965,4,1,307513.002,127
9440.6088,42169.6503,4,1,2584769.532,352
9440.6088,421696.5034,4,1,11921243.21,206
9440.6088,7498.9421,4,1,418572.3448,242
9440.6088,74989.4209,4,1,4690382.986,323
9440.6088,749894.2093,4,1,24253913.61,92
105925.3725,13335.2143,4,2,411370.1543,93
105925.3725,133352.1432,4,2,1733149.811,553
105925.3725,1333521.432,4,2,25994898.25,130
105925.3725,23713.7371,4,2,556340.5357,259
105925.3725,237137.3706,4,2,4876114.836,445
105925.3725,2371373.706,4,2,22629093.48,129
105925.3725,42169.6503,4,2,612254.7239,629
105925.3725,421696.5034,4,2,12365902.22,294
105925.3725,4216965.034,4,2,11923129.33,56
105925.3725,7498.9421,4,2,271791.8768,21
105925.3725,74989.4209,4,2,832272.0812,742
105925.3725,749894.2093,4,2,27909414.64,165
1188.5022,1333.5214,4,2,147403.8235,370
1188.5022,13335.2143,4,2,289684.3612,223
1188.5022,133352.1432,4,2,1571620.883,35
1188.5022,237.1374,4,2,98670.4766,56
1188.5022,2371.3737,4,2,157733.3557,740
1188.5022,23713.7371,4,2,588010.6124,124
1188.5022,421.6965,4,2,142046.2744,151
1188.5022,4216.965,4,2,180925.8912,957
1188.5022,42169.6503,4,2,787486.9876,78
1188.5022,749.8942,4,2,157484.5125,164
1188.5022,7498.9421,4,2,194452.2115,734
1188.5022,74989.4209,4,2,972562.2146,52
13335.2143,1333.5214,4,2,131776.0978,37
13335.2143,13335.2143,4,2,187121.5797,439
13335.2143,133352.1432,4,2,2141981.594,140
13335.2143,1333521.432,4,2,6666960.612,91
13335.2143,2371.3737,4,2,172308.3622,60
13335.2143,23713.7371,4,2,285297.4822,328
13335.2143,237137.3706,4,2,3631454.974,165
13335.2143,2371373.706,4,2,7389895.274,53
13335.2143,4216.965,4,2,187097.5457,154
13335.2143,42169.6503,4,2,575271.4201,241
13335.2143,421696.5034,4,2,5131058.026,178
13335.2143,7498.9421,4,2,146844.515,309
13335.2143,74989.4209,4,2,1176937.018,147
13335.2143,749894.2093,4,2,4832085.044,134
149623.5656,13335.2143,4,2,555933.2848,34
149623.5656,133352.1432,4,2,1778460.793,490
149623.5656,1333521.432,4,2,32399335,92
149623.5656,23713.7371,4,2,782997.5908,125
149623.5656,237137.3706,4,2,5045609.85,391
149623.5656,2371373.706,4,2,27769795.75,72
149623.5656,42169.6503,4,2,810042.8421,316
149623.5656,421696.5034,4,2,10142185.73,232
149623.5656,4216965.034,4,2,19659153.89,56
149623.5656,74989.4209,4,2,1315590.458,543
149623.5656,749894.2093,4,2,23941835.41,67
1678.804,133.3521,4,2,198545.4504,73
1678.804,1333.5214,4,2,163274.0677,348
